1.8,10,0.5,0.67632,0.85603,0.14397,0.71207,0.64343,1.2835,178,13
2,10,0.1,0.39442,0.73065,0.26935,0.46131,0.38227,1.0851,178,13
2,10,0.3,0.63081,0.83579,0.16421,0.67158,0.59279,1.3004,178,13
2,10,0.5,0.69291,0.86341,0.13659,0.72682,0.66202,1.6116,178,13
0.2,20,0.1,0.23055,0.65777,0.34223,0.31553,0.23257,1.5123,178,13
0.2,20,0.3,0.6029,0.82338,0.17662,0.64676,0.565,1.992,178,13
0.2,20,0.5,0.41649,0.74047,0.25953,0.48094,0.39669,2.5832,178,13
0.4,20,0.1,0.25392,0.66816,0.33184,0.33632,0.2587,1.506,178,13
0.4,20,0.3,0.58316,0.8146,0.1854,0.6292,0.54464,2.1293,178,13
0.4,20,0.5,0.52005,0.78653,0.21347,0.57306,0.48773,2.243,178,13
0.6,20,0.1,0.27339,0.67682,0.32318,0.35365,0.27755,1.499,178,13
0.6,20,0.3,0.63506,0.83768,0.16232,0.67536,0.60369,2.0775,178,13
0.6,20,0.5,0.599,0.82165,0.17835,0.64329,0.56343,2.3844,178,13
0.8,20,0.1,0.30633,0.69147,0.30853,0.38295,0.30328,1.5774,178,13
0.8,20,0.3,0.61198,0.82742,0.17258,0.65483,0.57439,2.0026,178,13
0.8,20,0.5,0.59404,0.81944,0.18056,0.63888,0.55298,2.3669,178,13
1,20,0.1,0.44686,0.75398,0.24602,0.50795,0.44018,1.573,178,13
1,20,0.3,0.65453,0.84634,0.15366,0.69268,0.62531,2.0675,178,13
1,20,0.5,0.61532,0.8289,0.1711,0.6578,0.57915,2.1942,178,13
1.2,20,0.1,0.36428,0.71725,0.28275,0.4345,0.35854,1.761,178,13
1.2,20,0.3,0.6837,0.85932,0.14068,0.71863,0.64989,2.0762,178,13
1.2,20,0.5,0.67725,0.85645,0.14355,0.71289,0.65316,2.4025,178,13
1.4,20,0.1,0.35986,0.71528,0.28472,0.43056,0.34998,1.5237,178,13
1.4,20,0.3,0.62026,0.8311,0.1689,0.6622,0.58595,2.0668,178,13
1.4,20,0.5,0.62464,0.83305,0.16695,0.6661,0.59065,2.2643,178,13
1.6,20,0.1,0.46122,0.76036,0.23964,0.52073,0.44843,1.6166,178,13
1.6,20,0.3,0.64906,0.84391,0.15609,0.68782,0.61047,2.1124,178,13
1.6,20,0.5,0.62229,0.832,0.168,0.664,0.58354,2.2382,178,13
1.8,20,0.1,0.36511,0.71762,0.28238,0.43523,0.35287,1.6648,178,13
1.8,20,0.3,0.65911,0.84838,0.15162,0.69676,0.62142,2.2051,178,13
1.8,20,0.5,0.66173,0.84955,0.15045,0.69909,0.62908,2.3054,178,13
2,20,0.1,0.42628,0.74482,0.25518,0.48965,0.40812,1.5501,178,13
2,20,0.3,0.65504,0.84657,0.15343,0.69314,0.62009,2.1784,178,13
2,20,0.5,0.67726,0.85645,0.14355,0.71291,0.64647,2.2382,178,13
0.2,40,0.1,0.21705,0.65176,0.34824,0.30352,0.21554,2.6679,178,13
0.2,40,0.3,0.50736,0.78089,0.21911,0.56177,0.4708,4.1567,178,13
0.2,40,0.5,0.51768,0.78548,0.21452,0.57095,0.49586,4.0885,178,13
0.4,40,0.1,0.30408,0.69047,0.30953,0.38094,0.30028,2.739,178,13
0.4,40,0.3,0.59308,0.81901,0.18099,0.63802,0.5538,4.017,178,13
0.4,40,0.5,0.6075,0.82542,0.17458,0.65085,0.57575,4.0658,178,13
0.6,40,0.1,0.28059,0.68002,0.31998,0.36005,0.2709,2.7056,178,13
0.6,40,0.3,0.62626,0.83377,0.16623,0.66754,0.59443,3.9809,178,13
0.6,40,0.5,0.60609,0.8248,0.1752,0.64959,0.57246,4.0466,178,13
0.8,40,0.1,0.29709,0.68736,0.31264,0.37472,0.29318,2.6772,178,13
0.8,40,0.3,0.62321,0.83241,0.16759,0.66483,0.58572,4.0784,178,13
0.8,40,0.5,0.65502,0.84656,0.15344,0.69313,0.62271,3.9993,178,13
1,40,0.1,0.42745,0.74534,0.25466,0.49069,0.40869,2.6765,178,13
1,40,0.3,0.66671,0.85176,0.14824,0.70352,0.6351,4.0909,178,13
1,40,0.5,0.65641,0.84718,0.15282,0.69436,0.61998,4.0852,178,13
1.2,40,0.1,0.45959,0.75964,0.24036,0.51928,0.4452,2.7081,178,13
1.2,40,0.3,0.67973,0.85755,0.14245,0.7151,0.6436,3.9704,178,13
1.2,40,0.5,0.69024,0.86222,0.13778,0.72445,0.66773,4.0359,178,13
1.4,40,0.1,0.39263,0.72985,0.27015,0.45971,0.38067,2.6265,178,13
1.4,40,0.3,0.63008,0.83547,0.16453,0.67093,0.59238,3.8709,178,13
1.4,40,0.5,0.63905,0.83946,0.16054,0.67892,0.60242,4.0684,178,13
1.6,40,0.1,0.44652,0.75382,0.24618,0.50765,0.42546,2.6999,178,13
1.6,40,0.3,0.66019,0.84886,0.15114,0.69772,0.62402,3.9873,178,13
1.6,40,0.5,0.68321,0.8591,0.1409,0.7182,0.65062,4.009,178,13
1.8,40,0.1,0.35378,0.71258,0.28742,0.42515,0.34863,2.6783,178,13
1.8,40,0.3,0.67471,0.85532,0.14468,0.71063,0.64106,3.7934,178,13
1.8,40,0.5,0.61072,0.82686,0.17314,0.65372,0.57187,4.0958,178,13
2,40,0.1,0.44266,0.75211,0.24789,0.50422,0.42701,2.6748,178,13
2,40,0.3,0.70919,0.87065,0.12935,0.74131,0.68075,3.9865,178,13
2,40,0.5,0.70207,0.86749,0.13251,0.73497,0.6788,4.0299,178,13
1.46,31,0.38,0.49276,0.87088,0.12912,0.74177,0.51906,9.1759,396.1,90.1
1.46,31,0.38,0.49276,0.87088,0.12912,0.74177,0.51906,9.1759,396.1,90.1
1.46,31,0.38,0.49276,0.87088,0.12912,0.74177,0.51906,9.1759,396.1,90.1
0.72,16,0.18,0.15401,0.88036,0.11964,0.76071,0.25791,17.738,759.6,218.6
0.72,16,0.18,0.15401,0.88036,0.11964,0.76071,0.25791,17.738,759.6,218.6
0.72,16,0.18,0.15401,0.88036,0.11964,0.76071,0.25791,17.738,759.6,218.6
0.6,10,0.1,0.011015,0.88029,0.11971,0.76058,0.1545,21.39,905,270
0.6,10,0.1,0.011015,0.88029,0.11971,0.76058,0.1545,21.39,905,270
0.6,10,0.1,0.011015,0.88029,0.11971,0.76058,0.1545,21.39,905,270
0.8,10,0.1,0.015947,0.88088,0.11912,0.76176,0.16706,21.329,905,270
0.8,10,0.1,0.015947,0.88088,0.11912,0.76176,0.16706,21.329,905,270
0.8,10,0.1,0.015947,0.88088,0.11912,0.76176,0.16706,21.329,905,270
1,10,0.1,0.016449,0.88094,0.11906,0.76189,0.17064,21.031,905,270
1,10,0.1,0.016449,0.88094,0.11906,0.76189,0.17064,21.031,905,270
1,10,0.1,0.016449,0.88094,0.11906,0.76189,0.17064,21.031,905,270
1.2,10,0.1,0.024528,0.88192,0.11808,0.76385,0.18741,21.669,905,270
1.2,10,0.12,0.022928,0.88173,0.11827,0.76346,0.18172,21.668,905,270
1.2,10,0.12,0.022928,0.88173,0.11827,0.76346,0.18172,21.668,905,270
1.32,10,0.1,0.020794,0.88147,0.11853,0.76294,0.17455,21.41,905,270
1.32,10,0.1,0.020794,0.88147,0.11853,0.76294,0.17455,21.41,905,270
1.32,10,0.1,0.020794,0.88147,0.11853,0.76294,0.17455,21.41,905,270
1.52,10,0.1,0.02537,0.88202,0.11798,0.76405,0.18959,21.339,905,270
1.52,10,0.1,0.02537,0.88202,0.11798,0.76405,0.18959,21.339,905,270
1.52,10,0.1,0.02537,0.88202,0.11798,0.76405,0.18959,21.339,905,270
1.8,10,0.1,0.029041,0.88247,0.11753,0.76494,0.19748,21.755,905,270
1.8,10,0.1,0.029041,0.88247,0.11753,0.76494,0.19748,21.755,905,270
1.8,10,0.1,0.029041,0.88247,0.11753,0.76494,0.19748,21.755,905,270
2,10,0.1,0.029314,0.8825,0.1175,0.765,0.19965,21.363,905,270
2,10,0.1,0.029314,0.8825,0.1175,0.765,0.19965,21.363,905,270
2,10,0.1,0.029314,0.8825,0.1175,0.765,0.19965,21.363,905,270
2,10,0.1,0.029314,0.8825,0.1175,0.765,0.19965,21.363,905,270
2,10,0.1,0.029314,0.8825,0.1175,0.765,0.19965,21.363,905,270
2,10,0.1,0.029314,0.8825,0.1175,0.765,0.19965,21.363,905,270
0.72,18,0.1,0.015603,0.88084,0.11916,0.76168,0.15989,36.818,905,270
0.72,18,0.1,0.015603,0.88084,0.11916,0.76168,0.15989,36.818,905,270
0.72,18,0.1,0.015603,0.88084,0.11916,0.76168,0.15989,36.818,905,270
0.6,20,0.1,0.013325,0.88056,0.11944,0.76112,0.16022,40.72,905,270
0.6,20,0.1,0.013325,0.88056,0.11944,0.76112,0.16022,40.72,905,270
0.6,20,0.1,0.013325,0.88056,0.11944,0.76112,0.16022,40.72,905,270
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
